29.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
13:52:33.0 (333452)|USER_INFO|[EXTERNAL]|005a000000AhPNu|pallavi.bhari@arris.com.uat|Eastern Standard Time|GMT-04:00
13:52:33.0 (360434)|EXECUTION_STARTED
13:52:33.0 (364743)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
13:52:33.0 (391949)|CODE_UNIT_STARTED|[EXTERNAL]|01qa0000000630r|populateTestDocLineFields on Doc_Line trigger event BeforeUpdate for [a5Hn00000003fsq]
13:52:33.0 (425373)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:52:33.0 (549274)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:52:33.0 (888396)|HEAP_ALLOCATE|[72]|Bytes:3
13:52:33.0 (914865)|HEAP_ALLOCATE|[77]|Bytes:152
13:52:33.0 (928187)|HEAP_ALLOCATE|[342]|Bytes:408
13:52:33.0 (942689)|HEAP_ALLOCATE|[355]|Bytes:408
13:52:33.0 (955679)|HEAP_ALLOCATE|[467]|Bytes:48
13:52:33.0 (979573)|HEAP_ALLOCATE|[139]|Bytes:6
13:52:33.0 (1159685)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:44
13:52:33.0 (1168695)|VARIABLE_SCOPE_BEGIN|[10]|this|populateTestDocLineFields|true|false
13:52:33.0 (1238641)|VARIABLE_ASSIGNMENT|[10]|this|{}|0x2f7e9bae
13:52:33.0 (1276571)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:44
13:52:33.0 (1282376)|VARIABLE_SCOPE_BEGIN|[10]|this|populateTestDocLineFields|true|false
13:52:33.0 (1292973)|VARIABLE_ASSIGNMENT|[10]|this|{}|0x2f7e9bae
13:52:33.0 (1297474)|STATEMENT_EXECUTE|[10]
13:52:33.0 (1298909)|STATEMENT_EXECUTE|[11]
13:52:33.0 (1311754)|HEAP_ALLOCATE|[11]|Bytes:4
13:52:33.0 (1376101)|HEAP_ALLOCATE|[50]|Bytes:5
13:52:33.0 (1393804)|HEAP_ALLOCATE|[56]|Bytes:5
13:52:33.0 (1401104)|HEAP_ALLOCATE|[64]|Bytes:7
13:52:33.0 (1449813)|VARIABLE_ASSIGNMENT|[11]|this.changeControlIDs|[]|0x2f7e9bae
13:52:33.0 (1452767)|STATEMENT_EXECUTE|[12]
13:52:33.0 (1460859)|HEAP_ALLOCATE|[12]|Bytes:4
13:52:33.0 (1490931)|VARIABLE_ASSIGNMENT|[12]|this.reqLineIDs|[]|0x2f7e9bae
13:52:33.0 (1493291)|STATEMENT_EXECUTE|[13]
13:52:33.0 (1498497)|HEAP_ALLOCATE|[13]|Bytes:4
13:52:33.0 (1516599)|VARIABLE_ASSIGNMENT|[13]|this.wrkldId|[]|0x2f7e9bae
13:52:33.0 (1518743)|STATEMENT_EXECUTE|[14]
13:52:33.0 (1524014)|HEAP_ALLOCATE|[14]|Bytes:65
13:52:33.0 (1530556)|HEAP_ALLOCATE|[14]|Bytes:4
13:52:33.0 (1730770)|SOQL_EXECUTE_BEGIN|[14]|Aggregations:0|SELECT Id, name FROM RecordType WHERE SobjectType = 'Doc_Line__c'
13:52:33.0 (25819927)|SOQL_EXECUTE_END|[14]|Rows:27
13:52:33.0 (25841493)|HEAP_ALLOCATE|[14]|Bytes:112
13:52:33.0 (25886903)|HEAP_ALLOCATE|[14]|Bytes:1522
13:52:33.0 (25918056)|HEAP_ALLOCATE|[14]|Bytes:112
13:52:33.0 (25960271)|VARIABLE_ASSIGNMENT|[14]|this.recordTypeset|"List of size 27 too large to display"|0x2f7e9bae
13:52:33.0 (25964529)|STATEMENT_EXECUTE|[15]
13:52:33.0 (25974901)|HEAP_ALLOCATE|[15]|Bytes:4
13:52:33.0 (25996786)|VARIABLE_ASSIGNMENT|[15]|this.recordTypeMap|{}|0x2f7e9bae
13:52:33.0 (25999276)|STATEMENT_EXECUTE|[16]
13:52:33.0 (26004356)|HEAP_ALLOCATE|[16]|Bytes:4
