29.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
13:51:53.0 (497697)|USER_INFO|[EXTERNAL]|005a000000AhPNu|pallavi.bhari@arris.com.uat|Eastern Standard Time|GMT-04:00
13:51:53.0 (525623)|EXECUTION_STARTED
13:51:53.0 (529330)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
13:51:53.0 (557862)|CODE_UNIT_STARTED|[EXTERNAL]|01qa0000000630r|populateTestDocLineFields on Doc_Line trigger event BeforeUpdate for [a5Hn00000003fsq]
13:51:53.0 (614615)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:51:53.0 (764511)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:51:53.0 (1135498)|HEAP_ALLOCATE|[72]|Bytes:3
13:51:53.0 (1175848)|HEAP_ALLOCATE|[77]|Bytes:152
13:51:53.0 (1191622)|HEAP_ALLOCATE|[342]|Bytes:408
13:51:53.0 (1207707)|HEAP_ALLOCATE|[355]|Bytes:408
13:51:53.0 (1221155)|HEAP_ALLOCATE|[467]|Bytes:48
13:51:53.0 (1287636)|HEAP_ALLOCATE|[139]|Bytes:6
13:51:53.0 (1509070)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:44
13:51:53.0 (1528263)|VARIABLE_SCOPE_BEGIN|[10]|this|populateTestDocLineFields|true|false
13:51:53.0 (1603884)|VARIABLE_ASSIGNMENT|[10]|this|{}|0x35556e10
13:51:53.0 (1656628)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:44
13:51:53.0 (1669471)|VARIABLE_SCOPE_BEGIN|[10]|this|populateTestDocLineFields|true|false
13:51:53.0 (1685484)|VARIABLE_ASSIGNMENT|[10]|this|{}|0x35556e10
13:51:53.0 (1690776)|STATEMENT_EXECUTE|[10]
13:51:53.0 (1692434)|STATEMENT_EXECUTE|[11]
13:51:53.0 (1711298)|HEAP_ALLOCATE|[11]|Bytes:4
13:51:53.0 (1835079)|HEAP_ALLOCATE|[50]|Bytes:5
13:51:53.0 (1858322)|HEAP_ALLOCATE|[56]|Bytes:5
13:51:53.0 (1865767)|HEAP_ALLOCATE|[64]|Bytes:7
13:51:53.0 (1921038)|VARIABLE_ASSIGNMENT|[11]|this.changeControlIDs|[]|0x35556e10
13:51:53.0 (1924068)|STATEMENT_EXECUTE|[12]
13:51:53.0 (1932036)|HEAP_ALLOCATE|[12]|Bytes:4
13:51:53.0 (1962291)|VARIABLE_ASSIGNMENT|[12]|this.reqLineIDs|[]|0x35556e10
13:51:53.0 (1964433)|STATEMENT_EXECUTE|[13]
13:51:53.0 (1969867)|HEAP_ALLOCATE|[13]|Bytes:4
13:51:53.0 (1989605)|VARIABLE_ASSIGNMENT|[13]|this.wrkldId|[]|0x35556e10
13:51:53.0 (1991700)|STATEMENT_EXECUTE|[14]
13:51:53.0 (1996069)|HEAP_ALLOCATE|[14]|Bytes:65
13:51:53.0 (2004987)|HEAP_ALLOCATE|[14]|Bytes:4
13:51:53.0 (2253351)|SOQL_EXECUTE_BEGIN|[14]|Aggregations:0|SELECT Id, name FROM RecordType WHERE SobjectType = 'Doc_Line__c'
13:51:53.0 (32139506)|SOQL_EXECUTE_END|[14]|Rows:27
13:51:53.0 (32164228)|HEAP_ALLOCATE|[14]|Bytes:112
13:51:53.0 (32212594)|HEAP_ALLOCATE|[14]|Bytes:1522
13:51:53.0 (32258346)|HEAP_ALLOCATE|[14]|Bytes:112
13:51:53.0 (32314273)|VARIABLE_ASSIGNMENT|[14]|this.recordTypeset|"List of size 27 too large to display"|0x35556e10
13:51:53.0 (32319131)|STATEMENT_EXECUTE|[15]
13:51:53.0 (32331044)|HEAP_ALLOCATE|[15]|Bytes:4
13:51:53.0 (32354578)|VARIABLE_ASSIGNMENT|[15]|this.recordTypeMap|{}|0x35556e10
13:51:53.0 (32356913)|STATEMENT_EXECUTE|[16]
13:51:53.0 (32362570)|HEAP_ALLOCATE|[16]|Bytes:4
13:51:53.0 (32373551)|VARIABLE_ASSIGNMENT|[16]|this.docrecordTypeMap|{}|0x35556e10
13:51:53.0 (32724671)|HEAP_ALLOCATE|[18]|Bytes:5
13:51:53.0 (32786329)|HEAP_ALLOCATE|[18]|Bytes:12
13:51:53.0 (32798192)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:51:53.0 (32816813)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a00000018FzhAAE","Name":"User Review"}|0x4712e156
13:51:53.0 (32820122)|STATEMENT_EXECUTE|[18]
13:51:53.0 (32821685)|STATEMENT_EXECUTE|[19]
13:51:53.0 (32911816)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:51:53.0 (32924259)|STATEMENT_EXECUTE|[20]
13:51:53.0 (32991727)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:51:53.0 (33012311)|HEAP_ALLOCATE|[18]|Bytes:5
13:51:53.0 (33039347)|HEAP_ALLOCATE|[18]|Bytes:12
13:51:53.0 (33106306)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:51:53.0 (33123838)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001CGdPAAW","Name":"Requirements"}|0x4b6b4643
13:51:53.0 (33129030)|STATEMENT_EXECUTE|[18]
13:51:53.0 (33131089)|STATEMENT_EXECUTE|[19]
13:51:53.0 (33178229)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:51:53.0 (33186784)|STATEMENT_EXECUTE|[20]
13:51:53.0 (33209783)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:51:53.0 (33223443)|HEAP_ALLOCATE|[18]|Bytes:5
13:51:53.0 (33246112)|HEAP_ALLOCATE|[18]|Bytes:12
13:51:53.0 (33254933)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:51:53.0 (33267989)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001CGdQAAW","Name":"User Guide"}|0x12ff0495
13:51:53.0 (33271837)|STATEMENT_EXECUTE|[18]
13:51:53.0 (33273394)|STATEMENT_EXECUTE|[19]
13:51:53.0 (33300784)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:51:53.0 (33307563)|STATEMENT_EXECUTE|[20]
13:51:53.0 (33328311)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:51:53.0 (33342697)|HEAP_ALLOCATE|[18]|Bytes:5
13:51:53.0 (33362782)|HEAP_ALLOCATE|[18]|Bytes:12
13:51:53.0 (33371090)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:51:53.0 (33385954)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001CGdUAAW","Name":"IT Solutions Analysi (1 more) ..."}|0x22d1c98
13:51:53.0 (33390111)|STATEMENT_EXECUTE|[18]
13:51:53.0 (33391773)|STATEMENT_EXECUTE|[19]
13:51:53.0 (33417235)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:51:53.0 (33423194)|STATEMENT_EXECUTE|[20]
13:51:53.0 (33438444)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:51:53.0 (33450711)|HEAP_ALLOCATE|[18]|Bytes:5
13:51:53.0 (33471070)|HEAP_ALLOCATE|[18]|Bytes:12
13:51:53.0 (33479155)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:51:53.0 (33490906)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001Ft7fAAC","Name":"Release Notes"}|0x52e545da
13:51:53.0 (33494935)|STATEMENT_EXECUTE|[18]
13:51:53.0 (33496474)|STATEMENT_EXECUTE|[19]
13:51:53.0 (33522227)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:51:53.0 (33528156)|STATEMENT_EXECUTE|[20]
13:51:53.0 (33543988)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:51:53.0 (33558144)|HEAP_ALLOCATE|[18]|Bytes:5
13:51:53.0 (33580131)|HEAP_ALLOCATE|[18]|Bytes:12
13:51:53.0 (33587871)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:51:53.0 (33605763)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001FtHaAAK","Name":"Video"}|0x432d489b
13:51:53.0 (33609947)|STATEMENT_EXECUTE|[18]
13:51:53.0 (33611710)|STATEMENT_EXECUTE|[19]
13:51:53.0 (33638405)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:51:53.0 (33644414)|STATEMENT_EXECUTE|[20]
13:51:53.0 (33658123)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:51:53.0 (33669418)|HEAP_ALLOCATE|[18]|Bytes:5
13:51:53.0 (33686469)|HEAP_ALLOCATE|[18]|Bytes:12
13:51:53.0 (33693129)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:51:53.0 (33703279)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001FtblAAC","Name":"Picture"}|0x291c27c7
13:51:53.0 (33706607)|STATEMENT_EXECUTE|[18]
13:51:53.0 (33708268)|STATEMENT_EXECUTE|[19]
13:51:53.0 (33733494)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:51:53.0 (33740317)|STATEMENT_EXECUTE|[20]
13:51:53.0 (33756769)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:51:53.0 (33769271)|HEAP_ALLOCATE|[18]|Bytes:5
13:51:53.0 (33787915)|HEAP_ALLOCATE|[18]|Bytes:12
13:51:53.0 (33795415)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:51:53.0 (33807601)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001FtdmAAC","Name":"Test-User or UAT"}|0x433f37a0
13:51:53.0 (33811015)|STATEMENT_EXECUTE|[18]
13:51:53.0 (33812577)|STATEMENT_EXECUTE|[19]
13:51:53.0 (33837756)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:51:53.0 (33843367)|STATEMENT_EXECUTE|[20]
13:51:53.0 (33861408)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:51:53.0 (33874083)|HEAP_ALLOCATE|[18]|Bytes:5
13:51:53.0 (33893385)|HEAP_ALLOCATE|[18]|Bytes:12
13:51:53.0 (33901026)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
