29.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:01:32.0 (444580)|USER_INFO|[EXTERNAL]|005a000000AhPNu|pallavi.bhari@arris.com.uat|Eastern Standard Time|GMT-04:00
14:01:32.0 (483870)|EXECUTION_STARTED
14:01:32.0 (489085)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
14:01:32.0 (523009)|CODE_UNIT_STARTED|[EXTERNAL]|01qa0000000630r|populateTestDocLineFields on Doc_Line trigger event BeforeUpdate for [a5Hn00000003fsq]
14:01:32.0 (580599)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:01:32.0 (713452)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:01:32.0 (1138210)|HEAP_ALLOCATE|[72]|Bytes:3
14:01:32.0 (1188480)|HEAP_ALLOCATE|[77]|Bytes:152
14:01:32.0 (1205311)|HEAP_ALLOCATE|[342]|Bytes:408
14:01:32.0 (1221072)|HEAP_ALLOCATE|[355]|Bytes:408
14:01:32.0 (1234505)|HEAP_ALLOCATE|[467]|Bytes:48
14:01:32.0 (1266598)|HEAP_ALLOCATE|[139]|Bytes:6
14:01:32.0 (1548124)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:44
14:01:32.0 (1560310)|VARIABLE_SCOPE_BEGIN|[10]|this|populateTestDocLineFields|true|false
14:01:32.0 (1656740)|VARIABLE_ASSIGNMENT|[10]|this|{}|0x7a077853
14:01:32.0 (1700125)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:44
14:01:32.0 (1706101)|VARIABLE_SCOPE_BEGIN|[10]|this|populateTestDocLineFields|true|false
14:01:32.0 (1717470)|VARIABLE_ASSIGNMENT|[10]|this|{}|0x7a077853
14:01:32.0 (1722844)|STATEMENT_EXECUTE|[10]
14:01:32.0 (1724964)|STATEMENT_EXECUTE|[11]
14:01:32.0 (1744804)|HEAP_ALLOCATE|[11]|Bytes:4
14:01:32.0 (1914079)|HEAP_ALLOCATE|[50]|Bytes:5
14:01:32.0 (1939678)|HEAP_ALLOCATE|[56]|Bytes:5
14:01:32.0 (1947429)|HEAP_ALLOCATE|[64]|Bytes:7
14:01:32.0 (2009190)|VARIABLE_ASSIGNMENT|[11]|this.changeControlIDs|[]|0x7a077853
14:01:32.0 (2014858)|STATEMENT_EXECUTE|[12]
14:01:32.0 (2027497)|HEAP_ALLOCATE|[12]|Bytes:4
14:01:32.0 (2070091)|VARIABLE_ASSIGNMENT|[12]|this.reqLineIDs|[]|0x7a077853
14:01:32.0 (2073168)|STATEMENT_EXECUTE|[13]
14:01:32.0 (2079980)|HEAP_ALLOCATE|[13]|Bytes:4
14:01:32.0 (2113660)|VARIABLE_ASSIGNMENT|[13]|this.wrkldId|[]|0x7a077853
14:01:32.0 (2117546)|STATEMENT_EXECUTE|[14]
14:01:32.0 (2127047)|HEAP_ALLOCATE|[14]|Bytes:65
14:01:32.0 (2136857)|HEAP_ALLOCATE|[14]|Bytes:4
14:01:32.0 (2383716)|SOQL_EXECUTE_BEGIN|[14]|Aggregations:0|SELECT Id, name FROM RecordType WHERE SobjectType = 'Doc_Line__c'
14:01:32.0 (60019613)|SOQL_EXECUTE_END|[14]|Rows:27
14:01:32.0 (60043692)|HEAP_ALLOCATE|[14]|Bytes:112
14:01:32.0 (60085330)|HEAP_ALLOCATE|[14]|Bytes:1522
14:01:32.0 (60121530)|HEAP_ALLOCATE|[14]|Bytes:112
14:01:32.0 (60178517)|VARIABLE_ASSIGNMENT|[14]|this.recordTypeset|"List of size 27 too large to display"|0x7a077853
14:01:32.0 (60185165)|STATEMENT_EXECUTE|[15]
14:01:32.0 (60196955)|HEAP_ALLOCATE|[15]|Bytes:4
14:01:32.0 (60221930)|VARIABLE_ASSIGNMENT|[15]|this.recordTypeMap|{}|0x7a077853
14:01:32.0 (60224819)|STATEMENT_EXECUTE|[16]
