29.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
13:50:59.0 (330723)|USER_INFO|[EXTERNAL]|005a000000AhPNu|pallavi.bhari@arris.com.uat|Eastern Standard Time|GMT-04:00
13:50:59.0 (359572)|EXECUTION_STARTED
13:50:59.0 (363331)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
13:50:59.0 (391421)|CODE_UNIT_STARTED|[EXTERNAL]|01qa0000000630r|populateTestDocLineFields on Doc_Line trigger event BeforeUpdate for [a5Hn00000003fsq]
13:50:59.0 (439804)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:50:59.0 (553375)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:50:59.0 (895062)|HEAP_ALLOCATE|[72]|Bytes:3
13:50:59.0 (918146)|HEAP_ALLOCATE|[77]|Bytes:152
13:50:59.0 (930158)|HEAP_ALLOCATE|[342]|Bytes:408
13:50:59.0 (945518)|HEAP_ALLOCATE|[355]|Bytes:408
13:50:59.0 (960664)|HEAP_ALLOCATE|[467]|Bytes:48
13:50:59.0 (985062)|HEAP_ALLOCATE|[139]|Bytes:6
13:50:59.0 (1200894)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:44
13:50:59.0 (1211345)|VARIABLE_SCOPE_BEGIN|[10]|this|populateTestDocLineFields|true|false
13:50:59.0 (1284919)|VARIABLE_ASSIGNMENT|[10]|this|{}|0x516f7310
13:50:59.0 (1320556)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:44
13:50:59.0 (1326033)|VARIABLE_SCOPE_BEGIN|[10]|this|populateTestDocLineFields|true|false
13:50:59.0 (1336477)|VARIABLE_ASSIGNMENT|[10]|this|{}|0x516f7310
13:50:59.0 (1341156)|STATEMENT_EXECUTE|[10]
13:50:59.0 (1343078)|STATEMENT_EXECUTE|[11]
13:50:59.0 (1355969)|HEAP_ALLOCATE|[11]|Bytes:4
13:50:59.0 (1418658)|HEAP_ALLOCATE|[50]|Bytes:5
13:50:59.0 (1435516)|HEAP_ALLOCATE|[56]|Bytes:5
13:50:59.0 (1442848)|HEAP_ALLOCATE|[64]|Bytes:7
13:50:59.0 (1493798)|VARIABLE_ASSIGNMENT|[11]|this.changeControlIDs|[]|0x516f7310
13:50:59.0 (1496885)|STATEMENT_EXECUTE|[12]
13:50:59.0 (1504721)|HEAP_ALLOCATE|[12]|Bytes:4
13:50:59.0 (1533302)|VARIABLE_ASSIGNMENT|[12]|this.reqLineIDs|[]|0x516f7310
13:50:59.0 (1535667)|STATEMENT_EXECUTE|[13]
13:50:59.0 (1540962)|HEAP_ALLOCATE|[13]|Bytes:4
13:50:59.0 (1559736)|VARIABLE_ASSIGNMENT|[13]|this.wrkldId|[]|0x516f7310
13:50:59.0 (1561923)|STATEMENT_EXECUTE|[14]
13:50:59.0 (1567095)|HEAP_ALLOCATE|[14]|Bytes:65
13:50:59.0 (1573237)|HEAP_ALLOCATE|[14]|Bytes:4
13:50:59.0 (1793179)|SOQL_EXECUTE_BEGIN|[14]|Aggregations:0|SELECT Id, name FROM RecordType WHERE SobjectType = 'Doc_Line__c'
13:50:59.0 (29271153)|SOQL_EXECUTE_END|[14]|Rows:27
13:50:59.0 (29300369)|HEAP_ALLOCATE|[14]|Bytes:112
13:50:59.0 (29360771)|HEAP_ALLOCATE|[14]|Bytes:1522
13:50:59.0 (29409101)|HEAP_ALLOCATE|[14]|Bytes:112
13:50:59.0 (29468663)|VARIABLE_ASSIGNMENT|[14]|this.recordTypeset|"List of size 27 too large to display"|0x516f7310
13:50:59.0 (29475603)|STATEMENT_EXECUTE|[15]
13:50:59.0 (29487639)|HEAP_ALLOCATE|[15]|Bytes:4
13:50:59.0 (29510329)|VARIABLE_ASSIGNMENT|[15]|this.recordTypeMap|{}|0x516f7310
13:50:59.0 (29512765)|STATEMENT_EXECUTE|[16]
13:50:59.0 (29517794)|HEAP_ALLOCATE|[16]|Bytes:4
13:50:59.0 (29529291)|VARIABLE_ASSIGNMENT|[16]|this.docrecordTypeMap|{}|0x516f7310
13:50:59.0 (29839861)|HEAP_ALLOCATE|[18]|Bytes:5
13:50:59.0 (29893135)|HEAP_ALLOCATE|[18]|Bytes:12
13:50:59.0 (29908882)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:50:59.0 (29933605)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a00000018FzhAAE","Name":"User Review"}|0x3caff00b
13:50:59.0 (29938787)|STATEMENT_EXECUTE|[18]
13:50:59.0 (29941071)|STATEMENT_EXECUTE|[19]
13:50:59.0 (30059153)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (30072657)|STATEMENT_EXECUTE|[20]
13:50:59.0 (30130933)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (30151044)|HEAP_ALLOCATE|[18]|Bytes:5
13:50:59.0 (30179660)|HEAP_ALLOCATE|[18]|Bytes:12
13:50:59.0 (30189326)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:50:59.0 (30204658)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001CGdPAAW","Name":"Requirements"}|0x6412e6f2
13:50:59.0 (30209190)|STATEMENT_EXECUTE|[18]
13:50:59.0 (30211171)|STATEMENT_EXECUTE|[19]
13:50:59.0 (30242440)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (30250760)|STATEMENT_EXECUTE|[20]
13:50:59.0 (30273960)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (30284485)|HEAP_ALLOCATE|[18]|Bytes:5
13:50:59.0 (30300549)|HEAP_ALLOCATE|[18]|Bytes:12
13:50:59.0 (30305759)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:50:59.0 (30315954)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001CGdQAAW","Name":"User Guide"}|0x63bebd5f
13:50:59.0 (30318566)|STATEMENT_EXECUTE|[18]
13:50:59.0 (30319718)|STATEMENT_EXECUTE|[19]
13:50:59.0 (30337069)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (30341079)|STATEMENT_EXECUTE|[20]
13:50:59.0 (30350236)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (30357878)|HEAP_ALLOCATE|[18]|Bytes:5
13:50:59.0 (30370248)|HEAP_ALLOCATE|[18]|Bytes:12
13:50:59.0 (30374191)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:50:59.0 (30384062)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001CGdUAAW","Name":"IT Solutions Analysi (1 more) ..."}|0x9b1277d
13:50:59.0 (30387210)|STATEMENT_EXECUTE|[18]
13:50:59.0 (30388835)|STATEMENT_EXECUTE|[19]
13:50:59.0 (30412802)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (30419373)|STATEMENT_EXECUTE|[20]
13:50:59.0 (30437343)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (30449140)|HEAP_ALLOCATE|[18]|Bytes:5
13:50:59.0 (30467918)|HEAP_ALLOCATE|[18]|Bytes:12
13:50:59.0 (30474114)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:50:59.0 (30486641)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001Ft7fAAC","Name":"Release Notes"}|0x4addb1e8
13:50:59.0 (30490402)|STATEMENT_EXECUTE|[18]
13:50:59.0 (30491997)|STATEMENT_EXECUTE|[19]
13:50:59.0 (30520079)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (30526950)|STATEMENT_EXECUTE|[20]
13:50:59.0 (30546405)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (30560236)|HEAP_ALLOCATE|[18]|Bytes:5
13:50:59.0 (30582671)|HEAP_ALLOCATE|[18]|Bytes:12
13:50:59.0 (30590796)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:50:59.0 (30602303)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001FtHaAAK","Name":"Video"}|0x390bfb37
13:50:59.0 (30606560)|STATEMENT_EXECUTE|[18]
13:50:59.0 (30608339)|STATEMENT_EXECUTE|[19]
13:50:59.0 (30634138)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (30640560)|STATEMENT_EXECUTE|[20]
13:50:59.0 (30659770)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (30672944)|HEAP_ALLOCATE|[18]|Bytes:5
13:50:59.0 (30693715)|HEAP_ALLOCATE|[18]|Bytes:12
13:50:59.0 (30701106)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:50:59.0 (30712711)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001FtblAAC","Name":"Picture"}|0x2f49ed0c
13:50:59.0 (30716152)|STATEMENT_EXECUTE|[18]
13:50:59.0 (30717917)|STATEMENT_EXECUTE|[19]
13:50:59.0 (30742719)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (30749308)|STATEMENT_EXECUTE|[20]
13:50:59.0 (30770388)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (30783965)|HEAP_ALLOCATE|[18]|Bytes:5
13:50:59.0 (30804922)|HEAP_ALLOCATE|[18]|Bytes:12
13:50:59.0 (30812343)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:50:59.0 (30824265)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001FtdmAAC","Name":"Test-User or UAT"}|0x2fc3ad57
13:50:59.0 (30827649)|STATEMENT_EXECUTE|[18]
13:50:59.0 (30829381)|STATEMENT_EXECUTE|[19]
13:50:59.0 (30854552)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (30860654)|STATEMENT_EXECUTE|[20]
13:50:59.0 (30879149)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (30892455)|HEAP_ALLOCATE|[18]|Bytes:5
13:50:59.0 (30912951)|HEAP_ALLOCATE|[18]|Bytes:12
13:50:59.0 (30920270)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:50:59.0 (30932990)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001FtdrAAC","Name":"Architectural Diagra (1 more) ..."}|0x8b60bb6
13:50:59.0 (30936540)|STATEMENT_EXECUTE|[18]
13:50:59.0 (30938244)|STATEMENT_EXECUTE|[19]
13:50:59.0 (30963494)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (30969824)|STATEMENT_EXECUTE|[20]
13:50:59.0 (30993268)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (31008300)|HEAP_ALLOCATE|[18]|Bytes:5
13:50:59.0 (31030271)|HEAP_ALLOCATE|[18]|Bytes:12
13:50:59.0 (31035657)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:50:59.0 (31045074)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001FtdwAAC","Name":"GUI Mockup-Screen La (4 more) ..."}|0x6e029bd4
13:50:59.0 (31047314)|STATEMENT_EXECUTE|[18]
13:50:59.0 (31048368)|STATEMENT_EXECUTE|[19]
13:50:59.0 (31066192)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (31069958)|STATEMENT_EXECUTE|[20]
13:50:59.0 (31079020)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (31086467)|HEAP_ALLOCATE|[18]|Bytes:5
13:50:59.0 (31098001)|HEAP_ALLOCATE|[18]|Bytes:12
13:50:59.0 (31101998)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:50:59.0 (31108942)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001FujOAAS","Name":"Email Attachments"}|0xe433a95
13:50:59.0 (31110965)|STATEMENT_EXECUTE|[18]
13:50:59.0 (31112025)|STATEMENT_EXECUTE|[19]
13:50:59.0 (31125451)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (31129031)|STATEMENT_EXECUTE|[20]
13:50:59.0 (31137495)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (31144746)|HEAP_ALLOCATE|[18]|Bytes:5
13:50:59.0 (31160594)|HEAP_ALLOCATE|[18]|Bytes:12
13:50:59.0 (31168134)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:50:59.0 (31178912)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001RUUOAA4","Name":"Code-Setup Review"}|0x3cd8871f
13:50:59.0 (31182236)|STATEMENT_EXECUTE|[18]
13:50:59.0 (31184041)|STATEMENT_EXECUTE|[19]
13:50:59.0 (31206812)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (31212423)|STATEMENT_EXECUTE|[20]
13:50:59.0 (31226133)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (31238071)|HEAP_ALLOCATE|[18]|Bytes:5
13:50:59.0 (31260195)|HEAP_ALLOCATE|[18]|Bytes:12
13:50:59.0 (31267762)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:50:59.0 (31279402)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001RUUPAA4","Name":"Communication Plan"}|0x48bd089
13:50:59.0 (31282698)|STATEMENT_EXECUTE|[18]
13:50:59.0 (31284436)|STATEMENT_EXECUTE|[19]
13:50:59.0 (31309072)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (31315511)|STATEMENT_EXECUTE|[20]
13:50:59.0 (31335532)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (31348650)|HEAP_ALLOCATE|[18]|Bytes:5
13:50:59.0 (31369040)|HEAP_ALLOCATE|[18]|Bytes:12
13:50:59.0 (31376255)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:50:59.0 (31387272)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001RUUQAA4","Name":"Deployment Plan"}|0x7e2d27f7
13:50:59.0 (31390627)|STATEMENT_EXECUTE|[18]
13:50:59.0 (31392412)|STATEMENT_EXECUTE|[19]
13:50:59.0 (31415836)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (31422144)|STATEMENT_EXECUTE|[20]
13:50:59.0 (31440434)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (31453299)|HEAP_ALLOCATE|[18]|Bytes:5
13:50:59.0 (31472921)|HEAP_ALLOCATE|[18]|Bytes:12
13:50:59.0 (31479719)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:50:59.0 (31490111)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001RUURAA4","Name":"ERD"}|0x69ad3d35
13:50:59.0 (31493384)|STATEMENT_EXECUTE|[18]
13:50:59.0 (31495198)|STATEMENT_EXECUTE|[19]
13:50:59.0 (31518791)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (31524836)|STATEMENT_EXECUTE|[20]
13:50:59.0 (31543391)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (31556837)|HEAP_ALLOCATE|[18]|Bytes:5
13:50:59.0 (31576545)|HEAP_ALLOCATE|[18]|Bytes:12
13:50:59.0 (31583918)|VARIABLE_SCOPE_BEGIN|[18]|r|RecordType|true|false
13:50:59.0 (31596094)|VARIABLE_ASSIGNMENT|[18]|r|{"Id":"012a0000001RUUSAA4","Name":"Post Production Supp (8 more) ..."}|0x11b5bf60
13:50:59.0 (31599497)|STATEMENT_EXECUTE|[18]
13:50:59.0 (31601205)|STATEMENT_EXECUTE|[19]
13:50:59.0 (31624470)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:59.0 (31631022)|STATEMENT_EXECUTE|[20]
